,data,local,tipo_leito,total,ocupados,percentual_ocupados
2349,5/10/2020,Maceió,Resumo Leitos c/ Respirador,137,35,26%
2350,5/10/2020,Interior,Resumo Leitos c/ Respirador,85,27,32%
2351,5/10/2020,Estado,Leitos Clínicos,552,105,19%
2352,5/10/2020,Maceió,Leitos Clínicos,244,48,20%
2353,5/10/2020,Interior,Leitos Clínicos,308,57,19%
2354,POR TIPO DE LEITO,Estado,TI,96,29,30%
2355,POR TIPO DE LEITO,aceió,TI,44,28,64%
2356,POR TIPO DE LEITO,terior,TI,52,1,2%
2357,POR TIPO DE LEITO,Estado,intermediária,19,1,5%
2358,POR TIPO DE LEITO,aceió,intermediária,9,1,11%
2359,POR TIPO DE LEITO,terior,intermediária,10,0,0%
2360,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,115,30,26%
2361,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,53,29,55%
2362,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,1,2%
2363,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,110,30,27%
2364,POR TIPO DE LEITO,Estado,I,400,70,18%
2365,POR TIPO DE LEITO,ceió,I,220,41,19%
2366,POR TIPO DE LEITO,rior,I,180,29,16%
2367,POR TIPO DE LEITO,Estado,ntermediária,57,14,25%
2368,POR TIPO DE LEITO,ceió,ntermediária,32,11,34%
2369,POR TIPO DE LEITO,rior,ntermediária,25,3,12%
2370,POR TIPO DE LEITO,Estado,umo Leitos c/ Respirador,457,84,18%
2371,POR TIPO DE LEITO,ceió,umo Leitos c/ Respirador,252,52,21%
2372,POR TIPO DE LEITO,rior,umo Leitos c/ Respirador,205,32,16%
2373,POR TIPO DE LEITO,tos Clínicos,tos Clínicos,1031,58,6%
2374,25/08/2020,Estado,UTI,281,108,38%
2375,25/08/2020,Maceió,UTI,170,61,36%
2376,25/08/2020,Interior,UTI,111,47,42%
2377,25/08/2020,Estado,U intermediária,51,5,10%
2378,25/08/2020,Maceió,U intermediária,37,4,11%
2379,25/08/2020,Interior,U intermediária,14,1,7%
2380,25/08/2020,Estado,Resumo Leitos c/ Respirador,332,113,34%
2381,25/08/2020,Maceió,Resumo Leitos c/ Respirador,207,65,31%
2382,25/08/2020,Interior,Resumo Leitos c/ Respirador,125,48,38%
2383,25/08/2020,Estado,Leitos Clínicos,994,185,19%
2384,25/08/2020,Maceió,Leitos Clínicos,580,87,15%
2385,25/08/2020,Interior,Leitos Clínicos,414,98,24%
2386,6/10/2020,Estado,UTI,171,61,36%
2387,6/10/2020,Maceió,UTI,100,35,35%
2388,6/10/2020,Interior,UTI,71,26,37%
2389,6/10/2020,Estado,U intermediária,51,2,4%
2390,6/10/2020,Maceió,U intermediária,37,2,5%
2391,6/10/2020,Interior,U intermediária,14,0,0%
2392,6/10/2020,Estado,Resumo Leitos c/ Respirador,222,63,28%
2393,6/10/2020,Maceió,Resumo Leitos c/ Respirador,137,37,27%
2394,6/10/2020,Interior,Resumo Leitos c/ Respirador,85,26,31%
2395,6/10/2020,Estado,Leitos Clínicos,552,103,19%
2396,6/10/2020,Maceió,Leitos Clínicos,244,48,20%
2397,6/10/2020,Interior,Leitos Clínicos,308,55,18%
2398,POR TIPO DE LEITO,Estado,TI,115,32,28%
2399,POR TIPO DE LEITO,aceió,TI,63,29,46%
2400,POR TIPO DE LEITO,terior,TI,52,3,6%
2401,POR TIPO DE LEITO,Estado,intermediária,19,0,0%
2402,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
2403,POR TIPO DE LEITO,terior,intermediária,10,0,0%
2404,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,134,32,24%
2405,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,72,29,40%
2406,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,3,5%
2407,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,109,16,15%
2408,POR TIPO DE LEITO,Estado,TI,400,62,16%
2409,POR TIPO DE LEITO,aceió,TI,220,37,17%
2410,POR TIPO DE LEITO,terior,TI,180,25,14%
2411,POR TIPO DE LEITO,Estado,intermediária,57,17,30%
2412,POR TIPO DE LEITO,aceió,intermediária,32,12,38%
2413,POR TIPO DE LEITO,terior,intermediária,25,5,20%
2414,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,79,17%
2415,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,49,19%
2416,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,30,15%
2417,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,58,6%
2418,"5/05/2020,",Estado,UTI,140,76,54%
2419,"5/05/2020,",Maceió,UTI,100,64,64%
2420,"5/05/2020,",Interior,UTI,40,12,30%
2421,"5/05/2020,",Estado,U intermediária,31,12,39%
2422,"5/05/2020,",Maceió,U intermediária,17,11,65%
2423,"5/05/2020,",Interior,U intermediária,14,1,7%
2424,"5/05/2020,",Leitos Clínicos,Leitos Clínicos,279,162,58%
2425,"5/05/2020,",Maceió,Maceió,184,144,78%
2426,27/08/2020,Estado,UTI,281,105,37%
2427,27/08/2020,Maceió,UTI,170,58,34%
2428,27/08/2020,Interior,UTI,111,47,42%
2429,27/08/2020,Estado,U intermediária,51,3,6%
2430,27/08/2020,Maceió,U intermediária,37,3,8%
2431,27/08/2020,Interior,U intermediária,14,0,0%
2432,27/08/2020,Estado,Resumo Leitos c/ Respirador,332,108,33%
2433,27/08/2020,Maceió,Resumo Leitos c/ Respirador,207,61,29%
2434,27/08/2020,Interior,Resumo Leitos c/ Respirador,125,47,38%
2435,27/08/2020,Estado,Leitos Clínicos,994,182,18%
2436,27/08/2020,Maceió,Leitos Clínicos,580,75,13%
2437,27/08/2020,Interior,Leitos Clínicos,414,107,26%
2438,07/06/2020,Estado,UTI,219,169,77%
2439,07/06/2020,Maceió,UTI,154,116,75%
2440,07/06/2020,Interior,UTI,65,53,82%
2441,07/06/2020,Estado,U intermediária,31,12,39%
2442,07/06/2020,Maceió,U intermediária,17,4,24%
2443,07/06/2020,Interior,U intermediária,14,8,57%
2444,07/06/2020,Estado,Leitos Clínicos,826,497,60%
2445,07/06/2020,Maceió,Leitos Clínicos,576,323,56%
2446,07/06/2020,Interior,Leitos Clínicos,250,174,70%
2447,25/03/2021,Estado,UTI,367,319,
2448,25/03/2021,Maceió,UTI,215,192,
2449,25/03/2021,Interior,UTI,152,127,
2450,25/03/2021,Estado,U intermediária,47,21,
2451,25/03/2021,Maceió,U intermediária,24,13,
2452,25/03/2021,Interior,U intermediária,23,8,
2453,25/03/2021,Estado,Resumo Leitos c/ Respirador,414,340,
2454,25/03/2021,Maceió,Resumo Leitos c/ Respirador,239,205,
2455,25/03/2021,Interior,Resumo Leitos c/ Respirador,175,135,
2456,25/03/2021,Estado,Leitos Clínicos,771,489,
2457,25/03/2021,Maceió,Leitos Clínicos,414,269,
2458,25/03/2021,Interior,Leitos Clínicos,357,220,
2459,8/08/2020,Estado,UTI,281,107,38%
2460,8/08/2020,Maceió,UTI,170,61,36%
2461,8/08/2020,Interior,UTI,111,46,41%
2462,8/08/2020,Estado,U intermediária,51,9,18%
2463,8/08/2020,Maceió,U intermediária,37,5,14%
2464,8/08/2020,Interior,U intermediária,14,4,29%
2465,8/08/2020,Estado,Resumo Leitos c/ Respirador,332,116,35%
2466,8/08/2020,Maceió,Resumo Leitos c/ Respirador,207,66,32%
2467,8/08/2020,Interior,Resumo Leitos c/ Respirador,125,50,40%
2468,8/08/2020,Estado,Leitos Clínicos,994,174,18%
2469,8/08/2020,Maceió,Leitos Clínicos,580,72,12%
2470,8/08/2020,Interior,Leitos Clínicos,414,102,25%
2471,01/04/2021,Estado,UTI,370,324,
2472,01/04/2021,Maceió,UTI,216,198,
2473,01/04/2021,Interior,UTI,154,126,
2474,01/04/2021,Estado,U intermediária,55,15,
2475,01/04/2021,Maceió,U intermediária,32,11,
2476,01/04/2021,Interior,U intermediária,23,4,
2477,01/04/2021,Estado,Resumo Leitos,425,339,
2478,01/04/2021,Maceió,Resumo Leitos,248,209,
2479,01/04/2021,Interior,Resumo Leitos,177,130,
2480,01/04/2021,Estado,Leitos Clínicos,913,469,
2481,01/04/2021,Maceió,Leitos Clínicos,556,254,
2482,01/04/2021,Interior,Leitos Clínicos,357,215,
2483,31/08/2020,Estado,UTI,281,103,37%
2484,31/08/2020,Maceió,UTI,170,55,32%
2485,31/08/2020,Interior,UTI,111,48,43%
2486,31/08/2020,Estado,U intermediária,51,3,6%
2487,31/08/2020,Maceió,U intermediária,37,3,8%
2488,31/08/2020,Interior,U intermediária,14,0,0%
2489,31/08/2020,Estado,Resumo Leitos c/ Respirador,332,106,32%
2490,31/08/2020,Maceió,Resumo Leitos c/ Respirador,207,58,28%
2491,31/08/2020,Interior,Resumo Leitos c/ Respirador,125,48,38%
2492,31/08/2020,Estado,Leitos Clínicos,994,169,17%
2493,31/08/2020,Maceió,Leitos Clínicos,580,68,12%
2494,31/08/2020,Interior,Leitos Clínicos,414,101,24%
2495,021 16:00,Estado,UTI,368,318,86%
2496,021 16:00,Maceió,UTI,216,194,90%
2497,021 16:00,Interior,UTI,152,124,82%
2498,021 16:00,Estado,U intermediária,47,12,26%
2499,021 16:00,Maceió,U intermediária,24,10,42%
2500,021 16:00,Interior,U intermediária,23,2,9%
2501,021 16:00,Estado,Resumo Leitos c/ Respirador,415,330,80%
2502,021 16:00,Maceió,Resumo Leitos c/ Respirador,240,204,85%
2503,021 16:00,Interior,Resumo Leitos c/ Respirador,175,126,72%
2504,021 16:00,Estado,Leitos Clínicos,771,487,63%
2505,021 16:00,Maceió,Leitos Clínicos,414,253,61%
2506,021 16:00,Interior,Leitos Clínicos,357,234,66%
2507,POR TIPO DE LEITO,Estado,TI,400,100,25%
2508,POR TIPO DE LEITO,aceió,TI,220,54,25%
2509,POR TIPO DE LEITO,terior,TI,180,46,26%
2510,POR TIPO DE LEITO,Estado,intermediária,57,14,25%
2511,POR TIPO DE LEITO,aceió,intermediária,32,14,44%
2512,POR TIPO DE LEITO,terior,intermediária,25,0,0%
2513,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,114,25%
2514,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,68,27%
2515,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,46,22%
2516,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,86,8%
2517,02/04/2021,Estado,UTI,370,325,
2518,02/04/2021,Maceió,UTI,216,192,
2519,02/04/2021,Interior,UTI,154,133,
2520,02/04/2021,Estado,U intermediária,55,15,
2521,02/04/2021,Maceió,U intermediária,32,11,
2522,02/04/2021,Interior,U intermediária,23,4,
2523,02/04/2021,Estado,Resumo Leitos,425,340,
2524,02/04/2021,Maceió,Resumo Leitos,248,203,
2525,02/04/2021,Interior,Resumo Leitos,177,137,
2526,02/04/2021,Estado,Leitos Clínicos,913,453,
2527,02/04/2021,Maceió,Leitos Clínicos,556,257,
2528,02/04/2021,Interior,Leitos Clínicos,357,196,
2529,8/07/2020,UTI,UTI,267,187,70%
2530,8/07/2020,Maceió,UTI,170,124,73%
2531,8/07/2020,Interior,UTI,97,63,65%
2532,8/07/2020,U intermediária,U intermediária,51,21,41%
2533,8/07/2020,Maceió,U intermediária,37,18,49%
2534,8/07/2020,Interior,U intermediária,14,3,21%
2535,8/07/2020,Leitos Clínicos,Leitos Clínicos,985,371,38%
2536,8/07/2020,Maceió,Leitos Clínicos,580,185,32%
2537,8/07/2020,Interior,Leitos Clínicos,405,186,46%
2538,8/07/2020,TOTAL,TOTAL,1303,579,44%
2539,8/07/2020,,,,,
2540,26/04/202,Estado,UTI,383,290,
2541,26/04/202,Maceió,UTI,216,175,
2542,26/04/202,Interior,UTI,167,115,
2543,26/04/202,Estado,U intermediária,57,13,
2544,26/04/202,Maceió,U intermediária,32,10,
2545,26/04/202,Interior,U intermediária,25,3,
2546,26/04/202,Estado,Resumo Leitos c/ Respirador,440,303,
2547,26/04/202,Maceió,Resumo Leitos c/ Respirador,248,185,
2548,26/04/202,Interior,Resumo Leitos c/ Respirador,192,118,
2549,26/04/202,Estado,Leitos Clínicos,971,431,
2550,26/04/202,Maceió,Leitos Clínicos,561,255,
2551,26/04/202,Interior,Leitos Clínicos,410,176,
2552,26/04/202,TOTAL,TOTAL,1411,734,
2553,03/04/2021,Estado,UTI,370,328,
2554,03/04/2021,Maceió,UTI,216,195,
2555,03/04/2021,Interior,UTI,154,133,
2556,03/04/2021,Estado,U intermediária,55,21,
2557,03/04/2021,Maceió,U intermediária,32,13,
2558,03/04/2021,Interior,U intermediária,23,8,
2559,03/04/2021,Estado,Resumo Leitos,425,349,
2560,03/04/2021,Maceió,Resumo Leitos,248,208,
2561,03/04/2021,Interior,Resumo Leitos,177,141,
2562,03/04/2021,Estado,Leitos Clínicos,913,454,
2563,03/04/2021,Maceió,Leitos Clínicos,556,255,
2564,03/04/2021,Interior,Leitos Clínicos,357,199,
2565,POR TIPO DE LEITO,Estado,TI,400,97,24%
2566,POR TIPO DE LEITO,aceió,TI,220,55,25%
2567,POR TIPO DE LEITO,terior,TI,180,42,23%
2568,POR TIPO DE LEITO,Estado,intermediária,57,13,23%
2569,POR TIPO DE LEITO,aceió,intermediária,32,13,41%
2570,POR TIPO DE LEITO,terior,intermediária,25,0,0%
2571,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,110,24%
2572,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,68,27%
2573,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,42,20%
2574,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,79,8%
2575,9/07/2020,UTI,UTI,267,160,60%
2576,9/07/2020,Maceió,UTI,170,99,58%
2577,9/07/2020,Interior,UTI,97,61,63%
2578,9/07/2020,U intermediária,U intermediária,51,18,35%
2579,9/07/2020,Maceió,U intermediária,37,16,43%
2580,9/07/2020,Interior,U intermediária,14,2,14%
2581,9/07/2020,Leitos Clínicos,Leitos Clínicos,985,372,38%
2582,9/07/2020,Maceió,Leitos Clínicos,580,182,31%
2583,9/07/2020,Interior,Leitos Clínicos,405,190,47%
2584,9/07/2020,TOTAL,TOTAL,1303,550,42%
2585,9/07/2020,,,,,
2586,26/04/202,Estado,UTI,383,291,
2587,26/04/202,Maceió,UTI,216,174,
2588,26/04/202,Interior,UTI,167,117,
2589,26/04/202,Estado,U intermediária,57,14,
2590,26/04/202,Maceió,U intermediária,32,12,
2591,26/04/202,Interior,U intermediária,25,2,
2592,26/04/202,Estado,Resumo Leitos c/ Respirador,440,305,
2593,26/04/202,Maceió,Resumo Leitos c/ Respirador,248,186,
2594,26/04/202,Interior,Resumo Leitos c/ Respirador,192,119,
2595,26/04/202,Estado,Leitos Clínicos,971,424,
2596,26/04/202,Maceió,Leitos Clínicos,561,251,
2597,26/04/202,Interior,Leitos Clínicos,410,173,
2598,26/04/202,TOTAL,TOTAL,1411,729,
2599,POR TIPO DE LEITO,Estado,I,400,81,20%
2600,POR TIPO DE LEITO,aceió,I,220,50,23%
2601,POR TIPO DE LEITO,terior,I,180,31,17%
2602,POR TIPO DE LEITO,Estado,intermediária,57,10,18%
2603,POR TIPO DE LEITO,aceió,intermediária,32,9,28%
2604,POR TIPO DE LEITO,terior,intermediária,25,1,4%
2605,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,91,20%
2606,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,59,23%
2607,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,32,16%
2608,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,71,7%
2609,021 16:00,Estado,UTI,370,330,89%
2610,021 16:00,Maceió,UTI,216,194,90%
2611,021 16:00,Interior,UTI,154,136,88%
2612,021 16:00,Estado,U intermediária,55,9,16%
2613,021 16:00,Maceió,U intermediária,32,9,28%
2614,021 16:00,Interior,U intermediária,23,0,0%
2615,021 16:00,Estado,Resumo Leitos c/,425,339,80%
2616,021 16:00,Maceió,Resumo Leitos c/,248,203,82%
2617,021 16:00,Interior,Resumo Leitos c/,177,136,77%
2618,021 16:00,Estado,Leitos Clínicos,913,429,47%
2619,021 16:00,Maceió,Leitos Clínicos,556,250,45%
2620,021 16:00,Interior,Leitos Clínicos,357,179,50%
2621,10/07/202,Estado,UTI,267,165,62%
2622,10/07/202,Maceió,UTI,170,100,59%
2623,10/07/202,Interior,UTI,97,65,67%
2624,10/07/202,Estado,U intermediária,51,15,29%
2625,10/07/202,Maceió,U intermediária,37,13,35%
2626,10/07/202,Interior,U intermediária,14,2,14%
2627,10/07/202,Estado,Leitos Clínicos,985,364,37%
2628,10/07/202,Maceió,Leitos Clínicos,580,169,29%
2629,10/07/202,Interior,Leitos Clínicos,405,195,48%
2630,10/07/202,TOTAL,TOTAL,1303,544,42%
2631,10/07/202,,,,,
2632,021 16:00,Estado,UTI,368,325,88%
2633,021 16:00,Maceió,UTI,216,195,90%
2634,021 16:00,Interior,UTI,152,130,86%
2635,021 16:00,Estado,U intermediária,47,11,23%
2636,021 16:00,Maceió,U intermediária,24,9,38%
2637,021 16:00,Interior,U intermediária,23,2,9%
2638,021 16:00,Estado,Resumo Leitos c/ Respirador,415,336,81%
2639,021 16:00,Maceió,Resumo Leitos c/ Respirador,240,204,85%
2640,021 16:00,Interior,Resumo Leitos c/ Respirador,175,132,75%
2641,021 16:00,Estado,Leitos Clínicos,771,488,63%
2642,021 16:00,Maceió,Leitos Clínicos,414,255,62%
2643,021 16:00,Interior,Leitos Clínicos,357,233,65%
2644,POR TIPO DE LEITO,Estado,I,400,78,20%
2645,POR TIPO DE LEITO,aceió,I,220,47,21%
2646,POR TIPO DE LEITO,terior,I,180,31,17%
2647,POR TIPO DE LEITO,Estado,intermediária,57,13,23%
2648,POR TIPO DE LEITO,aceió,intermediária,32,11,34%
2649,POR TIPO DE LEITO,terior,intermediária,25,2,8%
2650,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,91,20%
2651,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,58,23%
2652,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,33,16%
2653,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,75,7%
2654,05/04/2021,Estado,UTI,370,323,
2655,05/04/2021,Maceió,UTI,216,191,
2656,05/04/2021,Interior,UTI,154,132,
2657,05/04/2021,Estado,U intermediária,55,15,
2658,05/04/2021,Maceió,U intermediária,32,9,
2659,05/04/2021,Interior,U intermediária,23,6,
2660,05/04/2021,Estado,Resumo Leitos,425,338,
2661,05/04/2021,Maceió,Resumo Leitos,248,200,
2662,05/04/2021,Interior,Resumo Leitos,177,138,
2663,05/04/2021,Estado,Leitos Clínicos,913,427,
2664,05/04/2021,Maceió,Leitos Clínicos,556,240,
2665,05/04/2021,Interior,Leitos Clínicos,357,187,
2666,27/04/202,Estado,UTI,383,296,
2667,27/04/202,Maceió,UTI,216,180,
2668,27/04/202,Interior,UTI,167,116,
2669,27/04/202,Estado,U intermediária,57,17,
2670,27/04/202,Maceió,U intermediária,32,10,
2671,27/04/202,Interior,U intermediária,25,7,
2672,27/04/202,Estado,Resumo Leitos c/ Respirador,440,313,
2673,27/04/202,Maceió,Resumo Leitos c/ Respirador,248,190,
2674,27/04/202,Interior,Resumo Leitos c/ Respirador,192,123,
2675,27/04/202,Estado,Leitos Clínicos,971,428,
2676,27/04/202,Maceió,Leitos Clínicos,561,264,
2677,27/04/202,Interior,Leitos Clínicos,410,164,
2678,27/04/202,TOTAL,TOTAL,1411,741,
2679,POR TIPO DE LEITO,Estado,TI,96,26,27%
2680,POR TIPO DE LEITO,aceió,TI,44,26,59%
2681,POR TIPO DE LEITO,terior,TI,52,0,0%
2682,POR TIPO DE LEITO,Estado,intermediária,19,5,26%
2683,POR TIPO DE LEITO,aceió,intermediária,9,4,44%
2684,POR TIPO DE LEITO,terior,intermediária,10,1,10%
2685,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,115,31,27%
2686,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,53,30,57%
2687,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,1,2%
2688,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,110,34,31%
2689,POR TIPO DE LEITO,Estado,I,400,69,17%
2690,POR TIPO DE LEITO,aceió,I,220,41,19%
2691,POR TIPO DE LEITO,terior,I,180,28,16%
2692,POR TIPO DE LEITO,Estado,intermediária,57,9,16%
2693,POR TIPO DE LEITO,aceió,intermediária,32,9,28%
2694,POR TIPO DE LEITO,terior,intermediária,25,0,0%
2695,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,457,78,17%
2696,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,252,50,20%
2697,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,205,28,14%
2698,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,1031,63,6%
2699,07/04/2021,Estado,UTI,370,320,
2700,07/04/2021,Maceió,UTI,216,190,
2701,07/04/2021,Interior,UTI,154,130,
2702,07/04/2021,Estado,U intermediária,55,17,
2703,07/04/2021,Maceió,U intermediária,32,11,
2704,07/04/2021,Interior,U intermediária,23,6,
2705,07/04/2021,Estado,Resumo Leitos,425,337,
2706,07/04/2021,Maceió,Resumo Leitos,248,201,
2707,07/04/2021,Interior,Resumo Leitos,177,136,
2708,07/04/2021,Estado,Leitos Clínicos,918,459,
2709,07/04/2021,Maceió,Leitos Clínicos,556,286,
2710,07/04/2021,Interior,Leitos Clínicos,362,173,
2711,021 16:00,Estado,UTI,368,318,86%
2712,021 16:00,Maceió,UTI,216,189,88%
2713,021 16:00,Interior,UTI,152,129,85%
2714,021 16:00,Estado,U intermediária,47,10,21%
2715,021 16:00,Maceió,U intermediária,24,5,21%
2716,021 16:00,Interior,U intermediária,23,5,22%
2717,021 16:00,Estado,Resumo Leitos c/ Respirador,415,328,79%
2718,021 16:00,Maceió,Resumo Leitos c/ Respirador,240,194,81%
2719,021 16:00,Interior,Resumo Leitos c/ Respirador,175,134,77%
2720,021 16:00,Estado,Leitos Clínicos,771,472,61%
2721,021 16:00,Maceió,Leitos Clínicos,414,254,61%
2722,021 16:00,Interior,Leitos Clínicos,357,218,61%
2723,POR TIPO DE LEITO,Estado,TI,96,28,29%
2724,POR TIPO DE LEITO,aceió,TI,44,28,64%
2725,POR TIPO DE LEITO,terior,TI,52,0,0%
2726,POR TIPO DE LEITO,Estado,intermediária,19,1,5%
2727,POR TIPO DE LEITO,aceió,intermediária,9,1,11%
2728,POR TIPO DE LEITO,terior,intermediária,10,0,0%
2729,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,115,29,25%
2730,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,53,29,55%
2731,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,0,0%
2732,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,110,33,30%
2733,POR TIPO DE LEITO,Estado,TI,115,29,25%
2734,POR TIPO DE LEITO,aceió,TI,63,26,41%
2735,POR TIPO DE LEITO,terior,TI,52,3,6%
2736,POR TIPO DE LEITO,Estado,intermediária,19,0,0%
2737,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
2738,POR TIPO DE LEITO,terior,intermediária,10,0,0%
2739,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,134,29,22%
2740,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,72,26,36%
2741,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,3,5%
2742,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,109,13,12%
2743,09/04/2021,Estado,UTI,372,315,
2744,09/04/2021,Maceió,UTI,216,193,
2745,09/04/2021,Interior,UTI,156,122,
2746,09/04/2021,Estado,U intermediária,55,16,
2747,09/04/2021,Maceió,U intermediária,32,12,
2748,09/04/2021,Interior,U intermediária,23,4,
2749,09/04/2021,Estado,Resumo Leitos,427,331,
2750,09/04/2021,Maceió,Resumo Leitos,248,205,
2751,09/04/2021,Interior,Resumo Leitos,179,126,
2752,09/04/2021,Estado,Leitos Clínicos,928,451,
2753,09/04/2021,Maceió,Leitos Clínicos,556,267,
2754,09/04/2021,Interior,Leitos Clínicos,372,184,
2755,09/04/2021,1355,1355,782,58%,
2756,28/04/202,Estado,UTI,383,294,
2757,28/04/202,Maceió,UTI,216,179,
2758,28/04/202,Interior,UTI,167,115,
2759,28/04/202,Estado,U intermediária,57,21,
2760,28/04/202,Maceió,U intermediária,32,16,
2761,28/04/202,Interior,U intermediária,25,5,
2762,28/04/202,Estado,Resumo Leitos c/ Respirador,440,315,
2763,28/04/202,Maceió,Resumo Leitos c/ Respirador,248,195,
2764,28/04/202,Interior,Resumo Leitos c/ Respirador,192,120,
2765,28/04/202,Estado,Leitos Clínicos,971,396,
2766,28/04/202,Maceió,Leitos Clínicos,561,241,
2767,28/04/202,Interior,Leitos Clínicos,410,155,
2768,28/04/202,TOTAL,TOTAL,1411,711,
2769,POR TIPO DE LEITO,Estado,TI,115,30,26%
2770,POR TIPO DE LEITO,aceió,TI,63,28,44%
2771,POR TIPO DE LEITO,terior,TI,52,2,4%
2772,POR TIPO DE LEITO,Estado,intermediária,19,0,0%
2773,POR TIPO DE LEITO,aceió,intermediária,9,0,0%
2774,POR TIPO DE LEITO,terior,intermediária,10,0,0%
2775,POR TIPO DE LEITO,Estado,sumo Leitos c/ Respirador,134,30,22%
2776,POR TIPO DE LEITO,aceió,sumo Leitos c/ Respirador,72,28,39%
2777,POR TIPO DE LEITO,terior,sumo Leitos c/ Respirador,62,2,3%
2778,POR TIPO DE LEITO,itos Clínicos,itos Clínicos,109,19,17%
2779,13/04/202,Estado,UTI,372,330,
2780,13/04/202,Maceió,UTI,216,190,
2781,13/04/202,Interior,UTI,156,140,
2782,13/04/202,Estado,U intermediária,57,14,
2783,13/04/202,Maceió,U intermediária,32,11,
2784,13/04/202,Interior,U intermediária,25,3,
2785,13/04/202,Estado,Resumo Leitos c/,429,344,
2786,13/04/202,Maceió,Resumo Leitos c/,248,201,
2787,13/04/202,Interior,Resumo Leitos c/,181,143,
2788,13/04/202,Estado,Leitos Clínicos,951,447,
